field1,field2,field3,field4,field5,field6,field7,field8,field9,field10,field11,field12,field13,field14
214779-E,"Rectangular Power Connector, 8-32 UNC, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214779-E=Order Code:4060442=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£3.23,1+:£3.23=10+:£2.40=100+:£1.91=250+:£1.79=500+:£1.64=1000+:£1.48,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB3W3M300A1/AA,"Rectangular Power Connector, 3 Contacts, PLB Series, Panel PCB Mount, Through Hole Straight, 5 mm",Manufacturer:POSITRONIC=Manufacturer Part No:PLB3W3M300A1/AA=Order Code:3933630=Product Range:PLB Series=Technical Datasheet: PLB3W3M300A1/AA  Datasheet,No. of Contacts:3Contacts=Product Range:PLB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£14.36,1+:£14.36=5+:£12.89=10+:£11.42=25+:£10.69=50+:£9.76=100+:£8.82,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.015902",NoImageIcon.jpg,POSI-S-A0000203922-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLC30M300A1/AA,"Rectangular Power Connector, 30 Contacts, PLC Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PLC30M300A1/AA=Order Code:3933634=Product Range:PLC Series,No. of Contacts:30Contacts=Product Range:PLC Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:3Rows,,,,£38.25,1+:£38.25=5+:£33.03=10+:£30.92=25+:£28.21=50+:£25.50=100+:£24.99,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB16M4BN0A1/AA,"Rectangular Power Connector, 16 Contacts, PLB Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PLB16M4BN0A1/AA=Order Code:3933628=Product Range:PLB Series=Technical Datasheet: PLB16M4BN0A1/AA  Datasheet,No. of Contacts:16Contacts=Product Range:PLB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£21.42,1+:£21.42=5+:£19.22=10+:£17.04=25+:£15.95=50+:£14.55=100+:£13.15,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933976-40.jpg,POSI-D-A0000203759-13.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIC16W7M400A1/AA,"Rectangular Power Connector, 16 Contacts, PCIC Series, Panel PCB Mount, Through Hole, Plug",Manufacturer:POSITRONIC=Manufacturer Part No:PCIC16W7M400A1/AA=Order Code:3933575=Product Range:PCIC Series=Technical Datasheet: PCIC16W7M400A1/AA  Datasheet,No. of Contacts:16Contacts=Product Range:PCIC Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£16.71,1+:£16.71=5+:£15.00=10+:£13.29=25+:£12.44=50+:£11.35=100+:£10.26,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.016075",3933575-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214784-E,"Rectangular Power Connector, 10P, 6-32 UNC, THT, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214784-E=Order Code:4060447=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£3.10,1+:£3.10=10+:£2.30=100+:£1.83=250+:£1.71=500+:£1.56=1000+:£1.41,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.004536",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIA60W36F300A1/AA,"Rectangular Power Connector, 60 Contacts, PCIA Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PCIA60W36F300A1/AA=Order Code:3933564=Product Range:PCIA Series=Technical Datasheet: PCIA60W36F300A1/AA  Datasheet,No. of Contacts:60Contacts=Product Range:PCIA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£71.08,1+:£71.08=5+:£58.98=10+:£53.81=25+:£48.64=50+:£47.67=100+:£46.69,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214797-E,"Rectangular Power Connector, 6P, 6-32 UNC, Press Fit, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214797-E=Order Code:4060454=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.62,1+:£2.62=10+:£1.95=100+:£1.55=250+:£1.45=500+:£1.33=1000+:£1.20,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA03M3N0A1/AA,"Rectangular Power Connector, 3 Contacts, PLA Series, Panel PCB Mount, Through Hole Straight, 5 mm",Manufacturer:POSITRONIC=Manufacturer Part No:PLA03M3N0A1/AA=Order Code:3933605=Product Range:PLA Series=Technical Datasheet: PLA03M3N0A1/AA  Datasheet,No. of Contacts:3Contacts=Product Range:PLA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£10.37,1+:£10.37=5+:£7.92=10+:£7.71=25+:£6.84=50+:£6.40=100+:£6.27,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS11236-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214786-E,"Rectangular Power Connector, 10P, M4, THT, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214786-E=Order Code:4060449=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.18,1+:£2.18=10+:£1.62=100+:£1.29=250+:£1.21=500+:£1.10=1000+:£0.994,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
GF2M00SCR,"Rectangular Power Connector, 2 Contacts, GF Series, Panel Mount, Solder Cup, Plug",Manufacturer:POSITRONIC=Manufacturer Part No:GF2M00SCR=Order Code:3933557=Product Range:GF Series,No. of Contacts:2Contacts=Product Range:GF Series=Connector Mounting:Panel Mount=Contact Termination Type:Solder Cup=Pitch Spacing:-=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£9.16,1+:£9.16=10+:£6.81=100+:£5.65=250+:£4.66=500+:£4.57=1000+:£4.47,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:No =RoHS Phthalates Compliant:No =SVHC:No SVHC (17-Jan-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214782-E,"Rectangular Power Connector, 10P, M4, Press Fit, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214782-E=Order Code:4060445=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£3.13,1+:£3.13=10+:£2.32=100+:£1.85=250+:£1.73=500+:£1.58=1000+:£1.43,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB08F300A1/AA,"Rectangular Power Connector, 8 Contacts, PLB Series, PCB Mount, Through Hole, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PLB08F300A1/AA=Order Code:3933619=Product Range:PLB Series,No. of Contacts:8Contacts=Product Range:PLB Series=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£16.63,1+:£16.63=5+:£12.37=10+:£11.32=25+:£10.26=50+:£10.05=100+:£9.85,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.009798",3933619-40.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA03M300A1/AA,"Rectangular Power Connector, 3 Contacts, PLA Series, PCB Mount, Through Hole, 5 mm, Plug",Manufacturer:POSITRONIC=Manufacturer Part No:PLA03M300A1/AA=Order Code:3933604=Product Range:PLA Series=Technical Datasheet: PLA03M300A1/AA  Datasheet,No. of Contacts:3Contacts=Product Range:PLA Series=Connector Mounting:PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£8.36,1+:£8.36=10+:£6.22=25+:£5.51=100+:£5.16=250+:£4.25=500+:£4.17,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.005098",3933604-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH47F300A1/AA,"Rectangular Power Connector, 47 Contacts, PCIH Series, Panel PCB Mount, Through Hole, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH47F300A1/AA=Order Code:3933580=Product Range:PCIH Series=Technical Datasheet: PCIH47F300A1/AA  Datasheet,No. of Contacts:47Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£49.93,1+:£49.93=5+:£43.12=10+:£40.37=25+:£36.83=50+:£33.29=100+:£32.62,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.033475",3933579-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIM34W13F300A1/AA,"Rectangular Power Connector, 34 Contacts, PCIM Series, Panel PCB Mount, Through Hole, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIM34W13F300A1/AA=Order Code:3933597=Product Range:PCIM Series=Technical Datasheet: PCIM34W13F300A1/AA  Datasheet,No. of Contacts:34Contacts=Product Range:PCIM Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£44.92,1+:£44.92=5+:£38.79=10+:£36.32=25+:£33.14=50+:£29.95=100+:£29.35,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.0258",3933597-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIB24W9F300A1/AA,"Rectangular Power Connector, 24 Contacts, PCIB Series, Panel PCB Mount, Through Hole, Receptacle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIB24W9F300A1/AA=Order Code:3933566=Product Range:PCIB Series=Technical Datasheet: PCIB24W9F300A1/AA  Datasheet,No. of Contacts:24Contacts=Product Range:PCIB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£23.39,1+:£23.39=5+:£20.99=10+:£18.60=25+:£17.41=50+:£15.89=100+:£14.36,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.020049",3933566-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLC30F300A1/AA,"Rectangular Power Connector, 30 Contacts, PLC Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PLC30F300A1/AA=Order Code:3933633=Product Range:PLC Series=Technical Datasheet: PLC30F300A1/AA  Datasheet,No. of Contacts:30Contacts=Product Range:PLC Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:3Rows,,,,£85.25,1+:£85.25=5+:£70.74=10+:£64.54=25+:£58.33=50+:£57.16=100+:£56.00,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS04874-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB16F300A1/AA,"Rectangular Power Connector, 16 Contacts, PLB Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PLB16F300A1/AA=Order Code:3933625=Product Range:PLB Series=Technical Datasheet: PLB16F300A1/AA  Datasheet,No. of Contacts:16Contacts=Product Range:PLB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£32.55,1+:£32.55=5+:£28.12=10+:£26.32=25+:£24.01=50+:£21.70=100+:£21.27,"Country of Origin:Singapore, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS02743-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214785-E,"Rectangular Power Connector, 10P, M3, THT, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214785-E=Order Code:4060448=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£3.10,1+:£3.10=10+:£2.30=100+:£1.83=250+:£1.71=500+:£1.56=1000+:£1.41,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLA03M4BN0A1/AA,"Rectangular Power Connector, 3 Contacts, PLA Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PLA03M4BN0A1/AA=Order Code:3933606=Product Range:PLA Series=Technical Datasheet: PLA03M4BN0A1/AA  Datasheet,No. of Contacts:3Contacts=Product Range:PLA Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:5mm=Gender:Plug (View Associated Connectors)=Contact Gender:Pin=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:1Rows,,,,£13.32,1+:£13.32=5+:£10.16=10+:£9.90=25+:£8.78=50+:£8.22=100+:£8.06,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,POSIS10455-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIC16W7F300A1/AA,"Rectangular Power Connector, 16 Contacts, PCIC Series, Panel PCB Mount, Through Hole Right Angle",Manufacturer:POSITRONIC=Manufacturer Part No:PCIC16W7F300A1/AA=Order Code:3933573=Product Range:PCIC Series=Technical Datasheet: PCIC16W7F300A1/AA  Datasheet,No. of Contacts:16Contacts=Product Range:PCIC Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Right Angle=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£17.43,1+:£17.43=5+:£15.64=10+:£13.87=25+:£12.98=50+:£11.84=100+:£10.70,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
GFSH89M1H/AA,"Rectangular Power Connector, GFSH Series, Cable Mount, Panel Mount",Manufacturer:POSITRONIC=Manufacturer Part No:GFSH89M1H/AA=Order Code:3933562=Product Range:GFSH Series=Technical Datasheet: GFSH89M1H/AA  Datasheet,"Product Range:GFSH Series=Connector Mounting:Cable Mount, Panel Mount",,,,£6.74,1+:£6.74=10+:£4.97=25+:£4.84=100+:£4.02=250+:£3.67=500+:£3.31,"Country of Origin:Singapore, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,3679167.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PLB06F300A1/AA,"Rectangular Power Connector, 6 Contacts, PLB Series, Panel PCB Mount, Through Hole Straight, 5 mm",Manufacturer:POSITRONIC=Manufacturer Part No:PLB06F300A1/AA=Order Code:3933617=Product Range:PLB Series=Technical Datasheet: PLB06F300A1/AA  Datasheet,No. of Contacts:6Contacts=Product Range:PLB Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:5mm=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:2Rows,,,,£12.75,1+:£12.75=5+:£9.73=10+:£9.48=25+:£8.40=50+:£7.87=100+:£7.71,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:Yes , +,  =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933956-40.jpg,POSI-S-A0000203910-1.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
PCIH47F300A1/AA-246.0,"Rectangular Power Connector, 47 Contacts, PCIH Series, Panel PCB Mount, Through Hole Straight",Manufacturer:POSITRONIC=Manufacturer Part No:PCIH47F300A1/AA-246.0=Order Code:3933582=Product Range:PCIH Series=Technical Datasheet: PCIH47F300A1/AA-246.0  Datasheet,No. of Contacts:47Contacts=Product Range:PCIH Series=Connector Mounting:Panel PCB Mount=Contact Termination Type:Through Hole Straight=Pitch Spacing:-=Gender:Receptacle (View Associated Connectors)=Contact Gender:Socket=Contact Material:Copper Alloy=Contact Plating:Gold Flash Plated Contacts=Connector Shell Size:-=No. of Rows:-,,,,£43.26,1+:£43.26=5+:£37.36=10+:£34.97=25+:£31.91=50+:£28.84=100+:£28.26,"Country of Origin:France, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:Yes  =RoHS Phthalates Compliant:To be advised =SVHC:Lead (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",3933579-40.jpg,3049109.pdf,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
214787-E,"Rectangular Power Connector, 6P, M4, Press Fit, Power Tap Series",Manufacturer:ERNI - TE CONNECTIVITY=Manufacturer Part No:214787-E=Order Code:4060450=Product Range:Power Tap Series,Product Range:Power Tap Series,,,,£2.86,1+:£2.86=10+:£2.12=100+:£1.69=250+:£1.58=500+:£1.44=1000+:£1.30,"Country of Origin:Germany, , Country in which last significant manufacturing process was carried out=Tariff No:85366990, =US ECCN:EAR99 =EU ECCN:NLR =RoHS Compliant:To be advised =RoHS Phthalates Compliant:To be advised =SVHC:No SVHC (10-Jun-2022) =Download Product Compliance Certificate:Product Compliance Certificate=Weight (kg):.000001",NoImageIcon.jpg,,Connectors\Rectangular Power Connectors & Components\Rectangular Power Connectors,Rectangular Power Connectors
